stringId,symbol,degree,degree centrality,betweenness centrality,clustering coefficient,weighted degree (score),weighted degree normalized (score),weighted betweenness centrality (1 - score),weighted betweenness centrality (1 / score),weighted betweenness centrality (-log(score)),weighted clustering coefficient (score)
9606.ENSP00000269305,TP53,3.0,1.0,0.6666666666666666,0.3333333333333333,2.158,0.3611111111111111,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2609674778572744
9606.ENSP00000385021,FANCL,2.0,0.6666666666666666,0.0,1.0,1.407,0.2354417670682731,0.0,0.0,0.0,0.7829024335718233
9606.ENSP00000497910,B2M,1.0,0.3333333333333333,0.0,0.0,0.582,0.09738955823293172,0.0,0.0,0.0,0.0
9606.ENSP00000418960,BRCA1,2.0,0.6666666666666666,0.0,1.0,1.829,0.30605756358768405,0.6666666666666666,0.0,0.6666666666666666,0.7829024335718233
